filename,description
catview_vacuum_0088.jpg,"vacuum cleaner turned on and approaching across floor, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_phone_buzz_0089.jpg,"phone on table buzzing, screen lit, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_empty_food_bowl_0090.jpg,"empty metal food bowl on kitchen floor, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_trash_bag_0091.jpg,"plastic trash bag partially open on floor, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_toy_mouse_moving_0092.jpg,"small toy mouse on string moving across floor, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_bicycle_passing_0093.jpg,"bicycle passing by outside near window, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_curtain_moving_0094.jpg,"curtain blowing slightly in wind near low window, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_baby_crying_0095.jpg,"baby making loud crying sounds in another room (visual of carry), sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_squeaky_toy_0096.jpg,"toy making a squeaky sound when moved, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_another_cat_staring_0097.jpg,"another cat sitting and staring across the room, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_another_cat_staring_0098.jpg,"another cat sitting and staring across the room, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_water_splash_0099.jpg,"water spilled on floor or running sink, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_door_closed_0100.jpg,"closed interior door with light under the gap, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_oven_timer_0101.jpg,"kitchen oven timer lighted or person at oven, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_fan_on_0102.jpg,"floor fan turned on facing the area, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_bird_window_0103.jpg,"small bird on a branch outside a window, seen from inside, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_shoes_in_corner_0104.jpg,"pair of shoes left near wall, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_blower_noise_0105.jpg,"leaf blower or loud machinery visible through window, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_mirror_self_0106.jpg,"cat's reflection in low mirror, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_oven_timer_0107.jpg,"kitchen oven timer lighted or person at oven, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_kid_running_0108.jpg,"small child running through room, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_dog_nearby_0109.jpg,"large dog standing a few feet away, seen from low angle, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_mirror_0110.jpg,"reflective surface showing distorted shapes, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_fridge_0111.jpg,"fridge door open with light inside, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_blower_noise_0112.jpg,"leaf blower or loud machinery visible through window, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_water_splash_0113.jpg,"water spilled on floor or running sink, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_cat_tree_sunspot_0114.jpg,"sunlit patch on a cat tree or carpet, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_ceiling_fan_shadow_0115.jpg,"shadow of a ceiling fan moving on floor/wall, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_treat_bag_shake_0116.jpg,"human shaking a bag of cat treats, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_plant_swiveled_0117.jpg,"tall houseplant moved or knocked, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_oven_timer_0118.jpg,"kitchen oven timer lighted or person at oven, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_empty_food_bowl_0119.jpg,"empty metal food bowl on kitchen floor, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_bicycle_passing_0120.jpg,"bicycle passing by outside near window, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_window_open_0121.jpg,"window slightly open with breeze, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_vacuum_power_cord_0122.jpg,"power cord trailing across floor, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_squeaky_toy_0123.jpg,"toy making a squeaky sound when moved, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_curtain_moving_0124.jpg,"curtain blowing slightly in wind near low window, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_toy_mouse_moving_0125.jpg,"small toy mouse on string moving across floor, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_kid_running_0126.jpg,"small child running through room, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_window_blind_0127.jpg,"window blind partially open, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_tv_screen_0128.jpg,"TV screen with moving bright images, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_closed_window_blind_0129.jpg,"window blind lowered with slats, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_plant_swiveled_0130.jpg,"tall houseplant moved or knocked, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_toy_mouse_moving_0131.jpg,"small toy mouse on string moving across floor, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_door_open_0132.jpg,"open interior door leading to hallway, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_phone_buzz_0133.jpg,"phone on table buzzing, screen lit, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_blower_noise_0134.jpg,"leaf blower or loud machinery visible through window, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_mirror_0135.jpg,"reflective surface showing distorted shapes, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_mirror_0136.jpg,"reflective surface showing distorted shapes, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_rain_on_window_0137.jpg,"raindrops visible on windowpane, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_vacuum_0138.jpg,"vacuum cleaner turned on and approaching across floor, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_phone_buzz_0139.jpg,"phone on table buzzing, screen lit, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_vacuum_power_cord_0140.jpg,"power cord trailing across floor, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_robot_vacuum_0141.jpg,"robotic vacuum (Roomba-style) moving across floor, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_water_splash_0142.jpg,"water spilled on floor or running sink, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_bicycle_passing_0143.jpg,"bicycle passing by outside near window, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_rain_on_window_0144.jpg,"raindrops visible on windowpane, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_hands_washing_0145.jpg,"human hands washing dishes, low view, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_curtain_moving_0146.jpg,"curtain blowing slightly in wind near low window, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_cat_tree_sunspot_0147.jpg,"sunlit patch on a cat tree or carpet, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_door_closed_0148.jpg,"closed interior door with light under the gap, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_robot_vacuum_0149.jpg,"robotic vacuum (Roomba-style) moving across floor, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_hands_washing_0150.jpg,"human hands washing dishes, low view, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_toy_mouse_moving_0151.jpg,"small toy mouse on string moving across floor, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_toy_mouse_moving_0152.jpg,"small toy mouse on string moving across floor, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_window_open_0153.jpg,"window slightly open with breeze, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_trash_bag_0154.jpg,"plastic trash bag partially open on floor, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_mirror_self_0155.jpg,"cat's reflection in low mirror, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_rain_on_window_0156.jpg,"raindrops visible on windowpane, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_blower_noise_0157.jpg,"leaf blower or loud machinery visible through window, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_rain_on_window_0158.jpg,"raindrops visible on windowpane, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_oven_timer_0159.jpg,"kitchen oven timer lighted or person at oven, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_person_reaching_hand_0160.jpg,"human hand reaching towards the camera from above, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_trash_bag_0161.jpg,"plastic trash bag partially open on floor, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_vacuum_0162.jpg,"vacuum cleaner turned on and approaching across floor, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_trash_bag_0163.jpg,"plastic trash bag partially open on floor, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_curtain_moving_0164.jpg,"curtain blowing slightly in wind near low window, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_human_sleeping_0165.jpg,"human sleeping on couch or bed nearby, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_rain_on_window_0166.jpg,"raindrops visible on windowpane, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_door_closed_0167.jpg,"closed interior door with light under the gap, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_bicycle_passing_0168.jpg,"bicycle passing by outside near window, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_shoes_in_corner_0169.jpg,"pair of shoes left near wall, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_fan_on_0170.jpg,"floor fan turned on facing the area, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_door_closed_0171.jpg,"closed interior door with light under the gap, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_laser_dot_0172.jpg,"small red laser dot on hardwood floor, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_fridge_0173.jpg,"fridge door open with light inside, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_vacuum_power_cord_0174.jpg,"power cord trailing across floor, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_another_cat_staring_0175.jpg,"another cat sitting and staring across the room, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_kid_running_0176.jpg,"small child running through room, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_visitor_arrival_0177.jpg,"a stranger entering through door, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_baby_crying_0178.jpg,"baby making loud crying sounds in another room (visual of carry), visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_fan_on_0179.jpg,"floor fan turned on facing the area, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_shoes_in_corner_0180.jpg,"pair of shoes left near wall, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_curtain_moving_0181.jpg,"curtain blowing slightly in wind near low window, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_door_closed_0182.jpg,"closed interior door with light under the gap, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_bird_window_0183.jpg,"small bird on a branch outside a window, seen from inside, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_curtain_moving_0184.jpg,"curtain blowing slightly in wind near low window, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_tuna_can_0185.jpg,"open can of tuna on counter visible from low angle, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_door_open_0186.jpg,"open interior door leading to hallway, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_vacuum_0187.jpg,"vacuum cleaner turned on and approaching across floor, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_ceiling_fan_shadow_0188.jpg,"shadow of a ceiling fan moving on floor/wall, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_human_sleeping_0189.jpg,"human sleeping on couch or bed nearby, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_cucumber_0190.jpg,"long green cucumber lying on kitchen floor behind food bowl, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_empty_food_bowl_0191.jpg,"empty metal food bowl on kitchen floor, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_toy_mouse_moving_0192.jpg,"small toy mouse on string moving across floor, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_fireworks_outside_0193.jpg,"bright explosion of light in sky (distant), constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_blower_noise_0194.jpg,"leaf blower or loud machinery visible through window, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_tv_screen_0195.jpg,"TV screen with moving bright images, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_bicycle_passing_0196.jpg,"bicycle passing by outside near window, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_fan_on_0197.jpg,"floor fan turned on facing the area, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_fridge_0198.jpg,"fridge door open with light inside, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_ceiling_fan_shadow_0199.jpg,"shadow of a ceiling fan moving on floor/wall, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_another_cat_staring_0200.jpg,"another cat sitting and staring across the room, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_string_toy_0201.jpg,"string or yarn tangled on the floor, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_plant_swiveled_0202.jpg,"tall houseplant moved or knocked, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_phone_buzz_0203.jpg,"phone on table buzzing, screen lit, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_empty_food_bowl_0204.jpg,"empty metal food bowl on kitchen floor, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_fireworks_outside_0205.jpg,"bright explosion of light in sky (distant), constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_string_toy_0206.jpg,"string or yarn tangled on the floor, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_cat_carrier_0207.jpg,"cat carrier placed near door, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_fireworks_outside_0208.jpg,"bright explosion of light in sky (distant), very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_fireworks_outside_0209.jpg,"bright explosion of light in sky (distant), visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_oven_timer_0210.jpg,"kitchen oven timer lighted or person at oven, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
